Country,Detailed Locations,Began,Ended,Duration,Dead,Displaced,Damage (USD),Main cause,Severity,Affected_Area,Magnitude,Longitude,Latitude
Indonesia,"Jakarta (Cipinang Muara, Kalimalang, Ciledug, Kapuk, Tomang, Larangan, Bendungan Hilir, Kampung Melayu and Pasar Minggu). Bekasi, Tangerang, Depok, Bogor. 
Banten province (Tangerang). West Java Province.",31-Jan-07,22-Feb-07,23,80,500000,"967,000,000",Heavy rain,1.5,4366.7,5.2,106.828,-6.22483
Argentina,"Provinces: Tucuman (Simoca, Concepcion), Santiago del Estero, Salta (Profesor Salvador Mazza, Aguaray and Santa Victoria East), Formosa (MarÕa Cristina, Lote Ocho).",18-Jan-07,20-Mar-07,62,5,5000,"30,000,000",Heavy rain,1,518021.47,7.5,-62.8825,-25.9842
Australia,"Queensland - Channel Country - Bedourie, Birdsville, Burketown areas. Longreach, Quilpie, Glengyle, Marion Downs, Windorah. 
Mackay, Giru, Tully, Innisfail, Ingham",23-Jan-07,15-Feb-07,24,0,0,0,Heavy rain,1,1256487,7.5,141.474,-24.5074
Peru,"Junin region - Chanchamayo (San Ramon). Huancayo (San Augustin de Cajas, Hualhuas).
Pasco - 
Ucayali - 
Huanuco - Pozuzo",21-Jan-07,10-Feb-07,21,38,5000,0,Heavy rain,1,124921.44,6.4,-74.4608,-11.4745
Malawi,"Malawi - Karonga district.
Zambia - Eastern Province - Chama, Mambwe, Mfuwe. Lundazi District. Luangwa valley.
Northern Province - Kapiri Mposhi, Mpulungu, Yendwe. 
Central - Kabwe, Katondo, Nakoli, Makululu, Shamabanse
Luapula and Lusaka provinces.",20-Jan-07,10-Mar-07,50,2,10000,see notes,Heavy rain,1,259566.5,7.1,32.5913,-10.6231
Angola,"Luanda city, Cacuaco municipality, Viana. 
Benguela province.",17-Jan-07,26-Jan-07,10,81,40000,0,Heavy rain,1,1596.31,4.2,13.3551,-8.87421
Australia,"South Australia - Whyalla, Port Pirie and Hawker. Woomera and Coober Pedy. Oodnadatta
Western Victoria -  Kaniva, Stawell, Mildura, Swan Hill",19-Jan-07,23-Jan-07,5,0,0,0,Monsoonal rain,1.5,661938.51,6.7,138.489,-31.3591
USA,"Indiana - southern
Arkansas - Benton, Cross, Greene, Jackson, Miller, Scott and White counties.
Texas - Austin-San Antonio and Dallas-Fort Worth areas
Ohio -
Missouri - ",15-Jan-07,03-Feb-07,20,24,0,0,Heavy rain,1,434387.22,6.9,-90.0659,34.878
Bolivia,"Central and eastern Bolivia - Santa Cruz, Tarija, Cochabamba, PotosÕ, Chuquisaca, Beni (Trinidad), La Paz, Oruro, Pando.",10-Jan-07,01-May-07,112,41,62687,"90,000,000",Heavy rain,1.5,801034.98,8.1,-61.9602,-16.9738
Zambia,"Zambia - North-Western Province - Zambezi, Chavuma and Mwinilunga districts. Mpulungu Chawama, Kalukungu, Kizhigezhnge, Solwezi. Matondo , Nyantanda, Kakanga, Nguvu, Chavuma Central and Lukolwe. Machikayi, Kanyenge, Matondo. Chinyama Litapi, Kalengwa, Milomboyi and Nyachikayi. Mwangi
Central -  Chisamba, Namwala, Kasempa.
Copperbelt - Chipulukusu, Ndola, Luanshya (Walale), Masait.
Western Province - Zambezi West, Mongu area. Mfuwe. Lukulu, Sesheke, Senanga, Kalabo and Kaoma districts
Southern - Kafue flats area. Mazabuka
Namibia - Caprivi and Kavango regions - Kabbe, Katima Rural, Linyanti and Kongola - Lesikili, Musanga, Kalimbeza, Malindi, Schuckmansburg, Ekabe, Nantumbu, Mpalila, Kasika, Ntomba and Malisinda. Sifuha, Ikaba, Nantungu, Impalila, Iivilivinzi, Itomba, Katima Mulilo. Ogongo area. Rundu. 
Angola - southeast - Kuando-Kubango province. Huambo, Moxico and Malange. Menongue",10-Jan-07,10-May-07,121,11,250000,0,Heavy rain,1,719319.21,7.9,24.3703,-12.9526
Malaysia,"Johor - Kota Tinggi, Batu Pahat, Kluang, Johor Baru, Segamat, Mersing, Muar and Pontian.
Pahang - Rompin, Raub, Lipis, Kuantan, Temerloh.",11-Jan-07,01-Feb-07,22,2,148000,"425,000,000",Monsoonal rain,1.5,26378.46,5.9,103.368,2.19171
Sri Lanka,"Central and southern regions. Walapane area - Nuwara Eliya, Hanguranketha, Padiyapellella.  Hambantota",12-Jan-07,16-Jan-07,5,18,61281,0,Monsoonal rain,1,10964.12,4.7,80.9466,6.70613
Indonesia,"North Sulawesi - Sangihe Island - North Maluku province - Tahuna, Dumuhung and Soa Taloara. Tabukan Utara",12-Jan-07,14-Jan-07,3,26,3990,0,Monsoonal rain,1,378.372,3.1,125.54,3.55746
Philippines,"Mindanao Island - Agusan del Norte (Las Nieves, Jabonga,  Butuan City.), Agusan del Sur (Esperanza, San Luis, Talacogon, La Paz, Loreto, Trento, San Francisco, Bunawan, Sta Josefa and Veruela), Davao del Norte, Davao del Sur. Caraga Region. Surigao",10-Jan-07,24-Jan-07,15,6,24508,0,Heavy rain,1,44621.63,5.8,125.217,7.71183
Burundi,"Burundi - Kayanza, Muramvya and Karuzi, Ruyigi, Bubanza and Cibitoke. Bujumbura (Mutimbuzi, Gatumba, Batumba). Kabezi. 
Tanzania - Kigoma, Tabora, Rukwa, Shinyanga. Nzega, Kishapu, Shinyanga Rural, Mwanza and Tanga. Hanang and Babati Districts.",01-Jan-07,01-Mar-07,60,4,23000,0,Heavy rain,1,293439.41,7.2,30.3995,-3.13897
Malaysia,"Borneo Island
Malaysia - Sabah State - Beaufort area, Lumadan, Klias. Kudat, Kota Marudu, Pitas, Kanibongan, Sandakan, Sikuati. Kusilad and Kabatasan Laut. Tenom. Sandakan. Sarawak. Kinabatangan
Brunei - Belait, Mukim Labi, Jalan Labi, Bukit Puan and Baluhur",04-Jan-07,22-Jan-07,19,1,3532,see notes,Monsoonal rain,1,61718.44,6.1,115.907,4.96798
Mozambique,"Mozambique - Beira. Zambezia (Gerue, Quelimane, Namacurra, Mocuba, Maganja da Costa, Mopeia, Gurue, Chinde, Nicoadala, Morrumbala). Manica (Tambara, Guro). Sofala (Caia, Marromeu, Sena, Chemba, Chibabava, Sussundengam, Buzi town, Grudja). Tete (Mutarara, Zumbo, Chuita, Moatize, Magoe, Cahora Bassa, Changara). Nampula (Moma, Mogovolas).
Malawi - Chikwawa and Nsanje. Phalombe",03-Jan-07,10-Mar-07,67,46,165000,"71,000,000",Heavy rain,1,243408.04,7.2,35.1463,-17.4667
Brazil,"Rio de Janeiro state - Campos, Petropolis, Teresopolis, Nova Friburgo, Sumidoro.
Sao Paulo state - 
Minas Gerais state - Mirai and Muriae
Espirito Santo - ",01-Jan-07,12-Jan-07,12,59,17000,"125,000,000",Heavy rain,1,210595.93,6.4,-44.0032,-22.4155
Yemen,"Rayma, Dhamar province. ",01-Jan-07,04-Jan-07,4,7,2000,0,Heavy rain,1,25391.02,5,43.8761,15.0975
Philippines,"Northern Samar - Catarman, Mondragon, San Roque, Pambujan, Lope de Vega. Bobon, Las Navas, Catubig, Silvino Lobos.
Leyte - Palo, Sta. Fe, Abuyog and Javier. Sogod, St. Bernard.",29-Dec-06,15-Jan-07,18,12,50000,see notes,Heavy rain,1,1618.27,4.5,124.771,12.4447
Peru,"Huanuco - Leonico Prado - Santa Rosa de Chapaquilla, Naranjillo, Zapallal. Huamalies, Maranon (Cholo), Puerto Inca (Codo del Pozuzo).
San Martin - Tocache (Nuevo Progreso, Polvora, Uchiza), Moyobamba, Picota (San Hilarion, Puerto Rico), Rioja (Yuracyacu),",26-Dec-06,02-Feb-07,39,6,46000,0,Heavy rain,1,134599.05,6.7,-75.9903,-9.18487
Indonesia,"Sumatra - Aceh - Aceh Tamiang (Kuala Simpang), Langsa, Aceh Timur, Aceh Utara, Gayo Lues, Bener Meriah, Aceh Utara, Lhokseumawe, Bireuen.
North Sumatra - Langkat (Besitang), Muara Sipongi.
Riau Province - Indragiri Hulu (Inhu), Rantau Kopar.",22-Dec-06,04-Jan-07,14,193,400000,0,Heavy rain,1,16206.35,5.4,97.5048,4.47458
Malaysia,"Malaysia - Johor Sate - Johor Bahru, Kluang, Muar, Kota Tinggi, Segamat, Batu Pahat, Pontian, Mersing.
Malacca - Jasin, Alor Gajah.
Pahang, Negeri Sembilan.
Singapore - ",19-Dec-06,10-Jan-07,23,16,90000,"22,000,000",Heavy rain,2,18297.71,5.9,103.223,1.87378
Sri Lanka,Hambantota and Amparai,17-Dec-06,20-Dec-06,4,0,40000,0,Heavy rain,1,6833.39,4.4,81.6623,6.84455
Pakistan,Balochistan - Khuzdar district - Ornath,04-Dec-06,06-Dec-06,3,5,0,0,Heavy rain,1,28938.65,4.9,66.5167,28.0363
Philippines,"Philippines - Bicol Region - Albay province -  Padang, Legazpi city. Daraga, Guinobatan
Catanduanes Island - 
Mindoro Island - 
Vietnam -  provinces: Ba Ria Vung Tau, Ben Tre, Phu Yen, Binh Thuan, Binh Dinh, Vinh Long, Tien Giang. Phu Quy island",30-Nov-06,08-Dec-06,9,526,82915,"12,250,000",Heavy rain,1,45657.96,5.6,106.736,10.3297
Rwanda,"Northern Province - Rulindo District, Gakenke",28-Nov-06,15-Dec-06,18,24,2000,0,Heavy rain,1,840.315,4.2,29.9443,-1.79098
Haiti,"Grande-Anse (J_r_mie, Abricots, Bonbon).  Nippes (Baradères, Plaisance Arnaud, Anse-ö-Veau,). North-West (Port-de-Paix, Jean-Rabel, Bord-de-Mer de Jean-Rabel, Chansolme )",28-Nov-06,01-Dec-06,4,7,1500,0,Heavy rain,1,6318.74,4.4,-73.4818,18.4972
Malawi,Lower Shire Valley district of Chikwana,27-Nov-06,29-Nov-06,3,5,8000,0,Heavy rain,1,2766.81,3.9,34.5082,-15.9567
DR Congo,"Orientale Province - Isangi, Basoko, Kisangani, Banalia
Maniema Province - Kindu area.",24-Nov-06,15-Dec-06,22,0,26000,0,Heavy rain,1,126509.25,6.4,24.3386,0.807445
Panama,"Cocle, Colon, and Panama provinces. Costa Abajo area, Capira",21-Nov-06,30-Nov-06,10,11,1290,0,Heavy rain,1,17734.74,5.2,-78.71,8.90473
Afghanistan,Farah Province - Sang village of Purchaman (Porchaman) district,19-Nov-06,21-Nov-06,3,18,0,0,Heavy rain,1,565.035,3.2,63.8569,33.1462
Afghanistan,"Uruzgan province - Chori and Harwad districts. Charchino (Char Chino),  Dehrawood (Dehraod, Dehrawat), Khas Uruzgan (Khas Urozgan), Chnarto, Choraee, Chora
Helmand Province - Grishk district - Kharko and Hazarjuft",19-Nov-06,21-Nov-06,3,50,0,0,Heavy rain,1,21502.28,4.8,66.1253,32.7423
Afghanistan,Badghis Province - Murghab and Ghormach districts. Balamurgab and Gormac.,16-Nov-06,20-Nov-06,5,66,4500,0,Heavy rain,1,4953.7,4.4,63.544,35.6213
DR Congo,Kaziba (Kasiba),15-Nov-06,18-Nov-06,4,8,0,0,Heavy rain,1,1071.67,3.6,27.0595,-7.06781
Afghanistan,"Nangarhar Province - Beghsood (Behsud) district, Qasem Abad village. Daman area of Dehsod district. Sra Rod district, Sultanpur and Ziarat villages. ",10-Nov-06,12-Nov-06,3,9,0,0,Heavy rain,1,1385.12,3.6,70.7909,34.2199
Congo Republic,"Brazzaville - Ngamakosso, Mama Mbouale and Mpila in northeast of city.",04-Nov-06,18-Nov-06,15,7,6000,0,Heavy rain,1,1223.99,4.3,15.4301,-4.23574
USA,"Washington - west of the Cascades. Counties: Lewis, Skagit, Snohomish, Pierce, King. Towns: Sultan, Index, Rockport, Marblemount, Hamilton, Packwood, Sumner, Snohomish, Chehalis, Randle. Mount Rainier National Park.
Oregon - Tillamook County. Mount Hood area. ",05-Nov-06,10-Nov-06,6,2,1500,0,Heavy rain,1,57886.05,5.5,-122.149,47.8554
Iraq,"Irbil province - Dahuk, Arbil and Sulaimaniyah. Khalifan district (Bilay Jeeri), Sulaymanyah. Arbil region - Spilan, Rosata Balakayati area.",05-Nov-06,07-Nov-06,3,20,18000,0,Heavy rain,1,19956.32,4.8,44.8108,36.2336
Philippines,"Luzon Island: Isabela (Ilagan, Dinapigue, Jones, Cauayan City). Neuva Vizcaya (Kasibu). Benguet (Bugias). Kalinga. Aurora. La Union. Cagayan (Tuao). Baguio city",30-Oct-06,01-Nov-06,3,19,300000,0,Heavy rain,1,23984.7,4.9,121.805,17.262
Turkey,"Turkey - southeastern provinces of Sanliurfa (Harran), Diyarbakir (Cinar, Bismil), Ceylanpinar, Karatas, Mardin (Savur), Sirnak (Silopi), Hakkari (Semdinli). Towns: Beykoz, Batman, Mersin, Bitlis. Manavgat region. 
Syria - Al-Hassakah area.",27-Oct-06,07-Nov-06,12,46,63000,see notes,Heavy rain,2,122344.52,6.5,39.6462,37.643
Ethiopia,"Ethiopia - Somali State - Gode, Kelafo and Mustahil. Afder, Liben and Korahe. East Imi, Ferfer, Denan. Kibredehar and Musthale Ogaden region. West Imi.
Somalia - Lower Shabelle province - Kuntuwarey, Marerey, Mustaqbal, Buulo Xaaji. Hiran - Beletweyne, Baled Weyn, Fidow, Jabiley, Jalalaqsi, Bulo Burti, Bulo-Warey. Middle Shabelle - Mahaday, Hurwa, Duduble, Johwar area, Garash, Mahadey.  Mogadishu. districts: Bondheere, Wardhiigley. ",27-Oct-06,25-Dec-06,60,132,410000,0,Heavy rain,2,504018.95,7.8,44.6043,4.63506
India,"Tamil Nadu - Chennai area. Chepet, Nugamabakkam
Andhra Pradesh - Guntur, Prakasam, Krishna, East Godavari and West Godavari districts. Machilipatnam, Vijayawada and Gudivada. Sopirala. Ongole, Chirala, Guntur, Repalle, Bapatla, Tenali, Vijayawda, Visakhapatnam and Amalapuram.",26-Oct-06,04-Nov-06,10,47,225000,0,Monsoonal rain,1,40094.93,5.6,79.9324,14.1349
Sri Lanka,"Colombo, Gampaha, Kalutara, Galle, Matara, Puttlam, Ratnapura, Badulla, Kegalle and Kurunegala",26-Oct-06,20-Nov-06,26,52,88000,0,Monsoonal rain,1,6983.94,5.3,80.0313,7.32364
UK,"Scotland - Highlands area - Dingwall, Evanton, Alness, Tain. Caithness, Sutherland, Easter Ross, Moray Firth",26-Oct-06,28-Oct-06,3,1,300,0,Heavy rain,2,2299.58,4.1,-4.18243,57.7042
Mexico,Sinaloa State - La Reforma area. Villa Juarez,25-Oct-06,28-Oct-06,4,0,20000,0,Heavy rain,1,54978.54,5.3,-107.535,24.926
Philippines,"Mindanao Island - Davao del Norte - Carmen, Santo Tomas, Braulio Dujali. Asuncion, Magsaysay, Ising, New Camiling, Alejal and Mangalkal",21-Oct-06,27-Oct-06,7,1,40000,0,Heavy rain,1,3683.47,4.4,125.834,7.61046
Malaysia,"Kedah - Kubang Pasu, Kota Star, Kulim, Pendang, Baling, 
Pinang - Kepala Batas, Jalan P. Ramlee,  inner George Town, Kota Aur, Kampung Gurun, Bukit Mertajam
Perlis - 
Perak - Pulau Tiga, Kampung Gajah, Pasir Panjang Hulu, Bandar and Pasir Salak",20-Oct-06,01-Nov-06,13,1,1500,0,Heavy rain,1,16296.15,5.3,100.514,5.77177
Kenya,"Kenya - Coast, North-Eastern, Western and Rift Valley provinces - Isiolo (Ngarmara, Malkagala, Merti, Gafarsa). Garissa (Hagadera, Ahantabak, Alikune, Jarirot Amuma, Boralgi, Daadab, Ifo). Tana River District (Bula Bahati, Mnazini, Witu, Hola through Wenje to Garsen). Mandera (El Wak). Wajir (Guarar, Dajabula, Kursin). Kilifi, Mombasa, Kwale, Kilifi. Lodwar, Moyale (Bori).  Ijara. Merti division. Machakos. Modogashe. Mwingi.  Kwale. Nakuru. Nyando. Kisumu (Kajulu, Migori, Nyando), Busia (Budalangi, Maduma, South Bunyala,), Lugari, Keiyo (Epke). Malindi. Kisumu, Nyanza area
Southern Somalia - Gedo region - Beledhawo, Garbaharey, Luq (Luuq), Barhere (Bardere). Jubba provinces - Kamsuma, Mugamba, Jilib, Buale, Jamame, Dobley, Afmadow and Marere.
Tanzania - Shinyanga area, Mwanza area, Magu District. Nyakaboja, Nyamikoma, Lugeye, Shimanilwe and Kabita.  Kigoma Region. Tabora (Uyui)
Uganda - districts: Kayunga, Mukono, Kabale, Kisoro, Butaleja, Kaliro, Kampala area. Kumi",23-Oct-06,04-Jan-07,74,150,700000,0,Heavy rain,1,950041.45,7.8,39.7224,0.781782
Spain,"Northwest Spain - Galicia, Pontevedra, Huesca.
Southern Spain - Huelva, Marbella, Malaga
Portugal - provinces: Algarve, Alentejo. districts: Lisbon, Santarem, Leiria (Pombal), Coimbra (Soure), Castelo Branco, Braga (Barcelos).  towns: Reguengos de Alivela, Burgau, Tomar, Odemira, Caxarias, Vila Real de Santo Antonio",22-Oct-06,08-Nov-06,18,4,300,0,Heavy rain,1,155288.1,6.4,-7.8677,41.6506
Canada,"Quebec - Beauce region: Beauceville, St-Joseph and Armagh.  Weedon,  Asbestos region, Lennoxville.",21-Oct-06,24-Oct-06,4,0,500,0,Heavy rain,1,16765.77,4.8,-71.333,45.8128
Kenya,"Coast Province - Kilifi and Kwale districts - Kaloleni, Mazeras, Ramisi. Kisauni Division, Mombasa District. Mishoromoni, Kiembeni, Malindi",15-Oct-06,26-Oct-06,12,6,2000,0,Heavy rain,1,12731.58,5.2,40.005,-3.23915
USA,"Southeast Texas - Houston area, Fort Bend County. Brazoria County. Sweeny, Caney. Orange County - Vidor area. Newton County, Hardin County
Southwest Lousiana - Gulf coast area - Calcasieu, St. Landry, Allen. ",15-Oct-06,01-Nov-06,18,4,0,0,Heavy rain,1,35644.75,5.8,-95.2917,29.7836
Thailand,"Northeastern Thailand - Chaiyaphum (Bamnet Narong, Sub Yai). Ubon Ratchathani (Ubon, Warin Chamrap, Keuang, Gudsantor, Hadwadtai, Warinchamrab). Yasothon (Pa Tiew, Muang). Buri Ram. Nong Bua Lamphu. Kalasin. Nakhon Ratchasima.",10-Oct-06,04-Nov-06,26,0,0,0,Monsoonal rain,1,174277.88,6.7,103.609,16.1377
USA,"Alaska - Prince William Sound area - Valdez, McCarthy, Seward, Cordova, Keystone Canyon",09-Oct-06,14-Oct-06,6,0,100,0,Heavy rain,1,51559.62,5.5,-145.994,60.8752
Greece,"Central and northern Greece - prefectures: Thessaloniki, Halkidiki and Magnesia.  Kavala. Salonika. Volos. Olympiada, Paleohori, Melissourgos, Stavro. Apollonia, Kalivia.",08-Oct-06,12-Oct-06,5,0,3000,0,Heavy rain,2,17966.86,5.3,23.652,40.7638
China,Yunnan Province - Honghe,06-Oct-06,12-Oct-06,7,16,20000,0,Heavy rain,1,24766.33,5.2,102.644,23.3406
Burma,"States - Shan, Magway, Sagaing, Yangon and Mandalay. Mandalay area. Bagan. Tachilek. Kyuakpantaung, Amarapura. Rangoon. Kachin state, Sagaing Division. Thayawaddy township in Pegu Division.",15-Sep-06,19-Oct-06,35,25,10000,0,Monsoonal rain,1,187993.81,6.8,95.4478,19.8122
Philippines,"Philippines - Luzon Island - provinces: Laguna (Santa Rosa), Cavite (General Trias, Kawit, San Francisco), Quezon, Albay, Rizal. Bicol region.  Manila area. Calauan. Sorsogon.
Panay Island -  Antique province. Barbaza, Tibiao, Iloilo, Maasin,  Pavia
Leyte - Kananga, Ormoc City
Samar - Calbayog area
Negros Occidental - Ilog,  Kabankalan
Vietnam - Quang Nam, Quang Binh, Quang Tri, Thua Thien Hue, Nghe An, Ha Tinh. Danang area. Hoi An. Linh Cam, Son Diem",27-Sep-06,06-Oct-06,10,260,250000,"668,000,000",Heavy rain,1,69819.97,5.8,107.206,16.6788
Nepal,"Central Nepal - districts: Sindhupalchowk (Thokarpa), Dhanusha (Janakpur),  Rautahat
Eastern Nepal - districts: Mahottari (Jaleshwor), Udaypur, Siraha
Gehaha Bathanaha, Nainhi, Bhittamod",25-Sep-06,28-Sep-06,4,4,0,0,Monsoonal rain,1,26240.05,5,85.9437,27.2573
Nigeria,Kwara State - town of Obo-Ile in Ekiti Local Government council area,12-Sep-06,13-Sep-06,2,20,0,0,Brief torrential rain,1,869.89,3.2,5.34617,8.16231
USA,"Kentucky - counties: Mercer, Jessamine, Franklin, Calloway, Montgomery. Towns: Fulton, Falmouth, Lexington, Elizabethtown, Louisville area. 
Arkansas - counties: Sharp, Clay, Fulton, Randolph, Lawrence. Towns: Hardy, Imboden
Tennessee - Obion county
Missouri - southeastern areas.
Indiana - Evansville area.",22-Sep-06,26-Sep-06,5,13,600,0,Heavy rain,1,146006.3,5.9,-87.6162,37.2109
India,"India - Andhra Pradesh - districts: Karimnagar, Guntur, Warangal, Medak, Adilabad, Khammam, East and West Godavari, Srikakulam.  Telangana region.
West Bengal - Sunderbans region, Kolkata, Amherst, Burdwan, Bankura. Lalbag, Darjeeling, Murshidabad, Howrah
Bihar - districts: Muzaffarpur, Darbhanga, Madhubani, Sitamarhi, Nalanda, Bhagalpur, Banka, Patna. Katihar, Sheohar, Samastipur.
Bangladesh - Hatia, Bagerhat",18-Sep-06,05-Oct-06,18,250,50000,0,Monsoonal rain,1,606979.95,7,83.7466,19.73
Vietnam,"Binh Thuan - Me Pu, Dong Kho and Nghi Duc
Dak Lak - Ea Sup
Dalat.",17-Sep-06,21-Sep-06,5,4,16000,0,Heavy rain,1,34788.84,5.2,108.108,11.8653
Mexico,"Sinaloa State - Culiacàn, Elota, Mazatlàn, Escuinapa, El Rosario, Navolato, San Ignacio, Salvador Alvarado, Concordia and Cosalà. San Lorenzo Valley.",16-Sep-06,18-Sep-06,3,4,7000,0,Monsoonal rain,1,44308.65,5.1,-107.039,24.4662
Chad,"Chad - Western and southwestern Chad - N'Djamena, Sahr, Doba, B_bidja, Gor_, Pala and Koumra
Nigeria - Benue river valley",05-Sep-06,17-Oct-06,43,52,20000,0,Heavy rain,1,768805.99,7.5,15.3253,10.3259
Bangladesh,"Southwestern Bangladesh - Jessore, Khulna and Satkhira",24-Aug-06,20-Sep-06,28,0,0,0,Monsoonal rain,1,28078.51,5.9,89.2727,23.2295
Mexico,"Baja California Sur - Comondu, Los Cabos, La Paz",02-Sep-06,04-Sep-06,3,5,10000,0,Tropical Cyclone,1,25147.77,4.9,-111.809,25.3544
USA,"North Carolina -  counties: Duplin, Pender, Jones - Wallace, Southport, Chinquapin, Beulaville, Burgaw",02-Sep-06,07-Sep-06,6,0,140,0,Tropical Cyclone,1,4560.17,4.4,-77.8707,34.744
India,"India - Jammu and Kashmir - Kashmir Valley - Anantnag (Awantipora, Charsoo, Khiram, Sangam) Srinagar (Kursoo Rajbagh, Padshahibagh, Soiteng, Lasjan, Ram Munshi Bagh),  Kulgam (Chatel), Pulwama, Baramulla, Udhampur, Kathua. Mehjoor Nagar.
Pakistan - Punjab - Lahore area, Sialkot, Gujranwala, Mandi Bahauddin, Narowal, Bajwat. Muzaffargarh, Multan",31-Aug-06,11-Sep-06,12,39,3000,0,Monsoonal rain,1,141449.13,6.2,73.8842,32.8864
China,Gansu Province - Luqu county -Shuangcha. Zhuoni county,30-Aug-06,31-Aug-06,2,15,0,0,Brief torrential rain,1,16922.14,4.5,102.682,34.6955
India,"Uttar Pradesh - Balrampur, Bahraich, Lakhimpur-Kheri, Shravasti, Lakhimpur Kheri, Gonda and Barabanki",29-Aug-06,04-Sep-06,7,42,50000,0,Monsoonal rain,1,32712.75,5.4,81.5174,27.5853
Somalia,"Middle Shabelle Region - Jowhar, Mogadishu
Lower Shabelle Region - Sablale, Kuntwarey",24-Aug-06,10-Oct-06,48,5,0,0,Monsoonal rain,1,37381.73,6.3,45.4444,3.10436
Nepal,"Western Nepal: Banke - Fattepur, Gangapur, Kudenmeha, Holiya, Bankatuwa, Chauferi. 
Bardiya - Guleriya Municipality, Rajapur, Orahi, Kharekhola, Mahamodpur. 
Achham - Khaptad, Devistan, Budhakot and Siddheshwor. Lete.
Chitwan - Narayangard and Bharatpur.
other districts: Nwalparasi, Mugu, Mustang, Tanahu, Darchula, Bajura, Makwanpur, Tanahun, Tehrathum",26-Aug-06,13-Sep-06,19,60,80000,0,Monsoonal rain,2,14865.98,5.8,81.306,28.6941
USA,"Alaska - Susitna Valley: Houston, Willow, Matanuska-Susitna Borough. Copper River Basin. Anchorage and Valdez areas. Prince William Sound area, Cordova. Eastern Alaska Range. Girdwood",19-Aug-06,24-Aug-06,6,0,150,0,Heavy rain,1,123353.8,5.9,-147.016,62.4474
Uganda,"Sironko District - Bumufuni, Bunambutye: Busangai, Bukhayaki, Bumbocha, Bumuyonga, 
Kapchorwa District - ",12-Aug-06,21-Aug-06,10,3,1680,0,Heavy rain,1,4902.34,4.7,34.2758,1.38446
Thailand,"Nan Province - Tha Wang Pha, Maung, Vieng Sa, Bo Klue, Thung Chang, Song Khwer, Chiang Klang, Pua, Muang Nan, Phu Phiang, Wiang Sa, Na Noi, Na Mun.
Chiang Rai Province - Doi Luang, Phan, Mae Rim, Mae Chan, Muang.   Phayao Province - Pong, Chiang Muan, Dok Kham Tai.   Phitsanulok - Nakhon Thai, Noen Maprang, Muang, Chat Trakan, Phrom Phiram, Bang Rakam.   Chiang Mai - Mae Rim, Chiang Mai city. Fang.  Uttaradit - Laplae, Tha Pla, Muang, Thong Saen Khan, Nam Pat.   Lamphun - Muang, Ban Thi and Pa Sang.  Mae Hong Son - Mae Sariang, Muang.   Mae Sariang - Thoen, Muang.  Tak - Sam Ngao
Lampang - Muang, Ban Thi, Pa Sang, Thoen, Mae Prik.  Chanthaburi - Tha Mai.   Phichit - Wang Sai Phun, Sam Ngam, Phothalae.  Sukhothai - Kong Krailat
Phetchaburi - Sri Maha Pho.
Ayutthaya - Phak Hai, Sena, Bang Ban, Ban Sai, Nong Kanak, Thung Makham Yong
Nonthaburi - Koh Kred
Angthong - Muang, Chaiyo, Wiset Chai Chan, Pho Thong, Sawaengha and Samko
Nakhon Sawan - Chum Saeng
Sing Buri, Suphan Buri, Pathum Thani, Samut Prakan, Uthai Thani, Chon Buri, Chai Nat. 
Bangkok area.",20-Aug-06,13-Dec-06,116,195,2000000,"8,100,000",Monsoonal rain,2,213081.28,7.7,100.017,18.7645
